mRNA/gene pair,Ensembl IDs,Caov3,COV362,TYK-nu,OVCAR-4,SNU-119,FU-OV-1,IGROV-1,HEY A8,JHOS-2,NIHOVCAR3,OV56 ,OVSAHO,RMUG-S,OV-90,A2780,KURAMOCHI,OVCAR-8
EHMT1,ENSG00000153956,1733.57,1312.15,2581.84,810.565,1774.71,3692.42,4473.91,3069.78,2705.46,7271.02,1226.58,1498.59,1988.16,2572.02,3063.05,2442.93,1943.18
IPO8,ENSG00000114503,831.61,341.762,1715.25,140.132,791.584,180.797,446.774,2427.15,1649.42,1987.67,261.912,453.518,1166.27,562.343,788.44,424.353,203.368
UXS1,ENSG00000114346,751.273,367.047,705.445,888.196,1235.61,833.627,878.514,582.727,552.057,644.216,334.673,949.908,1764.82,1780.17,271.981,570.063,468.099
RPS3,ENSG00000171209,7047.62,6435.45,15965.8,6844.92,5170.09,2425.61,4599.32,7108.11,2836.84,1765.74,3649.4,1020.61,3268.95,5363.73,9816.16,2213.25,3859.21
ACTR1A,ENSG00000106723,4393.76,4361.31,2919.31,1998.93,1550.56,3277.76,2130.83,2701.27,3834.58,1579.39,2050.47,563.345,2293.9,1374.02,2176.55,906.387,1911.7
MAD1L1,ENSG00000182952,1926.15,1943.67,3465.94,1942.11,4254.31,4677.7,8571.79,2386.24,1890.9,3399.87,1624.53,1747.46,1449.65,2223.83,5216.91,7904.66,2813.69
CBL,ENSG00000118418,612.089,734.43,2937.9,530.952,707.396,268.315,244.658,2241.61,1088.23,230.281,405.376,183.085,1126.04,831.346,2155.41,213.78,1335.05
GORASP2,ENSG00000125633,3015.34,2789.38,3442.35,2481.25,1258.37,960.865,1433.92,2927.37,2015.59,1394.67,1407.94,905.867,3328.61,2559.08,2249.25,854.273,2647.7
ERLIN2,ENSG00000156970,2867.57,2105.88,2026.01,1400.92,1320.8,1575.83,6648.8,897.839,1214.81,1528.25,1570.85,1682.67,1087.78,2211.44,2312.33,2783.49,2833.68
ERLIN1,ENSG00000143437,2076.34,1906.75,4272.28,2162.2,2305.72,1575.5,4095,1470.48,1204.83,1172.15,1268.97,1255.34,2866.56,1997.07,1930.56,1158.03,1817.38
TBC1D2,ENSG00000002834,858.254,437.971,589.751,295.114,601.713,311.587,118.11,4463.41,2043.85,501.351,907.066,139.417,2193.15,408.693,114.94,65.1825,1170.5
CACNA2D1,ENSG00000078114,746.268,207.621,3572.71,124.086,1735.98,236.281,197.059,940.861,2762.74,766.61,136.306,1000.14,1537.77,296.338,1833.36,3252.8,920.225
NCBP2,ENSG00000117298,1037.77,1132.23,1078.83,678.645,1704.63,2061.07,1523.45,1261.63,1667.29,1562.89,399.867,928.636,85.9872,765.369,1890.62,2670.18,999.392
ECT2,ENSG00000154832,2027.51,1101.01,1170.93,541.23,2949.27,3238.22,1024.45,715.379,697.054,1618.85,615.812,1387.5,376.796,446.946,775.164,1155.5,446.503
CASK,ENSG00000100938,2048.83,1992.49,3339.9,3162.38,2543.93,1822.79,5803.89,1082.76,1666.02,1428.27,2876.95,1618.49,1515.18,4954.18,3163.47,4377.84,320.075
SPIN1,ENSG00000123124,433.628,514.02,589.781,138.951,1329.77,1020.21,678.779,1377.56,1075.2,1490.05,882.56,811.032,655.529,1955.52,2000.57,2784.45,2120.37
HMGN4,ENSG00000069869,2145.62,1178.44,2171.35,975.15,543.552,1040.58,2300.08,128.122,514.609,444.061,117.788,557.626,341.115,428.056,1115.02,3023.54,629.036
HMGN3,ENSG00000049759,2401.09,2188.32,1712.84,2108.12,3353.68,1034.25,2057.99,564.911,270.834,1406.23,390.401,892.916,284.934,2096.68,1258.76,1811.96,807.952
CCDC93,ENSG00000078747,1272.41,1488.75,2014.07,886.536,2575.35,354.507,792.954,1286.42,2956.67,2297.55,1340.39,182.424,1923.12,1753.31,1778.23,555.154,644.363
BUB1B,ENSG00000070495,1032.8,532.248,1395.2,147.984,1296.04,620.469,232.392,934.604,343.383,543.391,636.933,263.886,728.639,642.624,2715.56,383.479,1028.95
ARNT,ENSG00000164031,155.179,258.65,217.065,51.8081,785.451,288.723,918.55,274.913,1282.08,2485.36,362.991,236.734,976.003,715.649,1283.08,1088.36,479.882
LASP1,ENSG00000104889,4068.52,2848.88,5081.59,2803.97,1909.86,3844.84,2583.93,7039.92,5266.65,812.615,1251.78,249.714,2952.4,3381.33,2635.42,965.182,7207.19
NEBL,ENSG00000084092,578.747,754.388,937.387,405.593,498.657,545.64,455.769,590.148,762.029,265.818,361.1,71.4256,759.361,1744.06,2509.03,237.961,1758.86
ECE1,ENSG00000185624,1568.27,2650.34,3758.58,3630.27,1473.19,1458.01,2261.31,5015.04,4817.95,1976.39,3397.49,909.829,1237.6,3252.05,783.664,3099.91,2579.9
CXXC1,ENSG00000006744,488.908,442.572,623.714,127.776,1446.28,1176.54,2088.99,593.732,597.449,833.111,629.874,663.605,814.173,872.297,1713.74,1507.77,503.174
GMPR2,ENSG00000115183,2988.65,1083.31,1373.76,204.587,767.468,598.731,832.44,1400.82,648.419,624.284,678.286,389.847,292.604,803.747,1485.88,687.497,2015.22
WWP1,ENSG00000100591,475.345,331.661,474.522,65.6715,1501.07,433.811,571.586,551.485,433.306,358.4,423.497,162.871,2023.16,286.715,529.548,577.873,417.655
NEDD4,ENSG00000178952,622.61,240.203,2107.07,281.18,244.306,76.0445,766.849,3590.43,1279.42,769.435,1065.5,165.96,3387.9,2359.78,1698.65,76.0356,1009.71
NEDD4L,ENSG00000138095,717.509,410.127,655.151,243.823,1248.39,951.443,1730.56,1936.36,1278.51,832.1,356.402,214.319,3294.12,2169.3,656.625,319.792,412.393
ITCH,ENSG00000135241,977.841,1221.03,873.866,525.001,1016.3,1594.79,1106.15,1099.28,1017.21,808.297,602.6,794.328,1213.78,1059.14,1023.2,343.69,602.592
JMJD6,ENSG00000130748,484.57,416.455,944.711,682.181,353.555,323.051,563.357,946.18,518.823,1041,308.984,426.401,854.044,482.543,726.754,398.348,843.93
DNAJB14,ENSG00000150990,570.667,239.177,460.921,322.889,759.472,338.396,2147.4,377.243,537.398,1479.38,23.7663,131.923,893.433,501.985,2234.69,750.238,278.128
RNASEH2A,ENSG00000115540,1770.73,1045.61,1376.64,446.293,715.567,404.606,594.436,2842.82,1558.87,785.039,696.278,213.459,953.435,899.624,1273.98,300.647,1528.36
NOA1,ENSG00000115541,753.429,1897.27,1205.16,1461.63,886.384,396.876,930.173,1172,585.35,1082.39,708.338,832.962,898.27,914.558,706.063,699.119,293.752
P4HB,ENSG00000085185,61985.5,21205.7,16158.1,22697.1,11435.9,17286.2,45930.4,7895.73,13619.4,17675.4,15649.7,10581.4,21524.9,30502.7,18176.1,11525.9,12433.5
ELAC2,ENSG00000116171,3100.82,3063.34,9229.65,1443.93,2253.88,1895.83,1409.26,4393.52,1478.41,2393.95,2872.57,995.605,1178.47,2089.27,2303.09,2145.56,1383.5
TANC1,ENSG00000124006,2127.53,2428.71,2807.43,1523.22,2677.79,986.668,901.849,1577.02,1967.82,952.314,1335.11,291.47,2501.86,1293.22,1385.35,1754.27,323.584
AHSA1,ENSG00000106392,4464.62,4149.34,3721.06,2545.76,2051.55,2712.26,1617.9,3698.74,3122.94,1587.57,1220,710.324,1495.98,1865.7,5220.1,584.683,3028.81
TUFM,ENSG00000081019,16488.5,13150.7,11526.6,16104,10335.4,20217.7,17289.4,11177.1,4169.48,8278.56,6385.98,9409.34,9252.29,14206.9,16865.7,23154.8,11630.9
LRPPRC,ENSG00000165271,21655.4,24613.7,26900,24273.5,24149.5,11143.8,30534.3,10595,10837.4,12298.7,10422.8,12784.3,18330.8,14739.9,16933.4,14169.7,5802.46
PNPLA8,ENSG00000103051,107.919,546.205,544.011,707.057,1027.95,401.325,459.274,253.291,854.668,790.922,208.331,90.2063,285.824,802.892,208.652,1482.99,4.91883
TMEM160,ENSG00000171105,269.768,69.2374,212.659,116.55,160.055,847.265,124.395,18.9309,27.5319,44.1256,37.0076,23.0851,97.1408,315.776,98.0104,1055.63,48.3227
DHX37,ENSG00000140443,1050.44,874.679,3146.16,2358.48,2560.43,1272.22,2942.34,1114.93,1559.56,1560.26,1171,379.703,1497.68,1333.24,2450.3,1882.42,53.6677
MOB4,ENSG00000142168,1367.29,780.638,1059.59,716.211,684.664,453.49,693.506,437.783,547.568,423.051,1010.6,239.72,1603,736.708,599.261,197.527,720.178
HSPE1,ENSG00000175467,18134.3,14390.6,14129.2,12794.3,8541.65,9527.26,17439.3,9344.11,6137.41,12337.4,7947,9142.05,8840.72,18010.3,15493.1,19468.4,10531.9
BCORL1,ENSG00000167670,120.739,208.029,150.051,19.075,806.264,357.694,619.288,413.999,742.831,3116.33,724.606,623.79,192.206,379.204,2692.75,1261.05,516.256
SCP2,ENSG00000110063,15906,7837.99,18167.5,7261.19,5077.7,3918.66,10932.5,9647.17,2410.91,4125.07,3222.12,5144.82,6234.74,9607.8,6016.85,11733.4,5603.59
OBSL1,ENSG00000103657,4700.82,2625.94,328.329,1897.46,1194.31,4778.23,815.731,1245.43,5034.11,2908.66,735.945,523.968,4723.68,1595.88,1610.35,907.494,671.75
C1GALT1,ENSG00000060749,237.046,486.849,850.722,387.012,785.084,682.122,597.059,247.283,187.302,221.253,35.8438,75.6601,1801.92,541.689,572.391,788.073,144.713
RSBN1,ENSG00000084463,803.27,393.483,750.176,325.954,3249.64,2959.39,2398.48,840.111,1107.77,1119.13,871.343,900.73,785.935,1641.19,1206.18,1235.72,745.522
NOL6,ENSG00000134247,2432.18,2332.96,4927.17,2437.58,5890.45,2150.02,3252.19,2778.42,1863.09,2657.26,1579.47,1915.03,1782.1,2410.44,3891.19,2790.64,679.846
COG4,ENSG00000159720,2715.75,1239.7,2179.1,614.686,1435.34,975.884,1679.83,1390.71,1013.98,574.014,1159.93,243.206,2735.18,2968.51,2439.82,703.893,465.283
INSR,ENSG00000101347,848.737,356.431,475.411,909.861,2379.01,1190.27,1569.16,463.673,907.5,942.606,202.149,300.056,1622.62,2199.73,3246.14,455.514,562.627
IGF1R,ENSG00000185745,1467.69,776.258,1036.87,740.25,1531.08,6229.49,209.501,869.18,2168.79,834.478,860.944,241.676,1954.21,4008.83,407.102,1194.09,629.209
SOD1,ENSG00000152778,3395.14,2150.37,1309.67,2413.32,2110.03,1548.51,1432.07,2650.12,796.635,757.358,821.701,758.048,526.558,1883.21,3889.44,1621.21,7765.99
SART1,ENSG00000156599,6810.22,5346.62,6971.24,2623.46,5210.55,9594.42,6295.79,4549.36,2584.77,4739.07,1739.91,2946.97,3134.6,3415.19,6516.78,6388.71,5019.18
CHAF1A,ENSG00000180957,1258.14,1161.61,1861.91,1612.1,2686.37,2499.15,2710.57,2115.38,769.543,2020.91,1213.83,873.039,811.321,673.795,4135.79,1911.39,2963.09
DCPS,ENSG00000174238,1190.99,1147,3276.57,1708.28,1413.34,1023.09,2441.18,2459.46,735.759,766.939,518.551,147.477,2165.74,1888.52,5930.17,910.88,1365.16
HERC1,ENSG00000102898,880.927,445.625,1045.07,293.317,817.267,107.376,950.867,1168.91,496.089,283.641,381.244,25.7261,1436.75,562.009,778.025,448.589,201.623
QSER1,ENSG00000164822,320.958,1808.08,1224.9,143.709,896.39,1668.01,954.857,1946.91,1100.18,3355.69,355.381,310.019,681.063,699.316,1666.07,3185.15,1318.82
WBP11,ENSG00000115761,4628.1,2738.75,6162.93,3745.53,4883.24,9033.42,5361.84,3527.64,1874.43,2624.38,2208.41,2786.26,3796.24,2381.62,7375.8,4185.43,3717.01
PTGFRN,ENSG00000127191,1966.84,710.42,974.354,1748.95,8384.28,2457.81,2359.21,1356.27,2350.37,1664.85,828.289,1827.84,3059.05,1069.98,1508.63,3186.85,891.214
ATP6V0D1,ENSG00000136560,2121.61,1466.56,930.387,841.1,1641.81,815.252,2324.44,765.77,1185.92,992.302,1209.94,234.728,780.041,1484.63,2111.73,1915.3,1254.23
SAMHD1,ENSG00000077152,2376.65,3976.48,10029.6,2408.82,1196.51,819.031,3199.24,1810.85,1531.05,1133.12,15876.4,822.857,522.172,2866.77,3072.66,6813.83,1808.98
IFIT1,ENSG00000117450,3876.88,5791.57,2897.54,243.378,99.5433,106.248,147.805,188.135,252.214,130.541,3235.48,106.335,1120.22,256.416,3989.39,258.952,143.082
IFIT5,ENSG00000123131,594.582,1806.09,1260.39,126.328,158.803,56.5073,298.611,1517.21,304.099,83.2303,2008.29,52.0169,327.015,182.819,4056.41,145.876,208.305
ZDHHC5,ENSG00000167815,403.986,337.67,897.211,837.327,2243.5,682.085,770.257,378.033,1345.85,1362.41,627.759,435.263,523.305,630.316,695.219,881.135,887.77
PITPNB,ENSG00000117362,6753.98,2097.27,4253.15,1056.21,661.221,1221.87,1615.91,3246.34,2692.9,1527.88,1155.69,318.329,1288,2225.25,4152.31,479.415,3335.78
PITPNA,ENSG00000153015,1032.5,1131.47,2467.35,640.854,1224.76,1226.49,523.889,2590.33,1470.83,661.027,334.843,415.809,1301.23,1774.99,2029.45,552.55,3251.95
NUTF2,ENSG00000152818,2435.91,1462.62,3120.01,349.044,1093.29,1775.98,940.2,3439.26,3917.22,1927.98,311.682,116.582,2367.38,3296.83,2623.88,275.211,3918.19
DEF6,ENSG00000060237,132.342,56.6022,138.559,13.9752,1059.66,125.916,233.791,1095.85,110.345,120.373,201.859,100.995,182.852,116.399,34.617,129.929,892.434
NOL10,ENSG00000074054,1044.75,2111.17,2999.65,1161.85,4811.61,1779.62,2428.9,1061.55,1508.98,2179.35,1173.05,1763.64,1557.03,1748.3,2495.45,830.531,396.439
TRAF2,ENSG00000163539,1015,515.274,1251.49,604.899,443.134,564.962,528.509,2316.87,608.785,248.615,730.257,79.848,1691.13,1078.85,1519.98,459.085,1780.71
UBE2T,ENSG00000129084,917.248,749.803,2341.83,269.248,255.271,415.892,245.005,1184.65,407.718,356.139,202.378,127.459,240.703,181.216,1062.18,42.7071,1446.8
PRDX1,ENSG00000163781,13665.5,12722.5,15487.2,7219.07,9082.92,18158.5,13723.5,24223.4,7141.42,5226.23,5899.65,1501.65,25236.4,16038,24401.9,6543.96,27440.3
PRDX4,ENSG00000158417,3947.89,5542.47,6514.77,3675.67,2856.42,4242.38,8031.2,5345.29,2521.62,2762.41,2225.42,2857.92,8514.82,6970.83,7106.43,3257.18,8098.33
PRDX2,ENSG00000011451,7719.21,2299.43,824.753,5605.06,2081.87,2295,4019.31,840.785,721.43,1490.74,1972.19,1656.51,1530.98,2849.63,6710.71,986.628,4179.61
APH1A,ENSG00000011275,76.1781,98.8208,442.895,183.609,379.043,53.1675,427.928,71.7402,178.684,189.235,83.1641,211.323,85.4934,235.023,328.373,189.434,74.8612
CWC27,ENSG00000132466,667.839,637.942,1754.65,443.409,386.768,511.152,2239.5,2021.28,877.796,1834.21,734.2,633.379,158.117,1117.21,2191.08,802.644,2174.62
UTRN,ENSG00000131503,8432.66,8611.01,8970.13,8320.5,18877.7,39586.8,44417.5,10540.3,10819.2,8736.64,12838.4,4083.75,7569.05,9128.74,4036.69,9886.49,5981.35
WNK1,ENSG00000131473,3302.51,2521.88,3403.07,1227.56,4938.82,3682.44,1588.14,4585.64,4640.47,1224.91,1882.68,471.792,1811.11,1791.23,5228.1,896.007,5921.46
CLASP1,ENSG00000170776,2079.68,2325.91,4789.42,1444.79,2991.67,1877.77,1734.96,2369.03,1719.77,1375.31,2735.54,414.252,1973.35,2752.53,4868.28,1584.25,1620.01
CLASP2,ENSG00000123983,2637.89,895.722,3428.63,1280.91,1778.54,699.709,2172.83,1393.83,3098.53,1078.34,1699.9,465.438,1417.04,1744.73,4075.12,674.976,970.934
PSMA1,ENSG00000068366,7529.35,5576.44,7719.85,4985.94,4332.78,2842.29,6309.72,4850.17,3286.43,3230.88,2208.77,1204.7,3085.49,3484.95,11073.2,6634.43,8569.55
TOPBP1,ENSG00000165006,907.088,797.938,4043.81,1220.26,3803.43,5330.44,260.041,1076.06,818.495,4161.2,426.409,2152.99,837.443,567.28,2969.46,2246.4,1051.75
EIF5B,ENSG00000010322,11708.1,7294.45,23207.9,6965.34,10581.5,6033.44,6835.21,9695.74,2848.05,2411.14,4117.73,1260.85,4160.29,6602.58,8992.08,3195.42,5529.79
WIZ,ENSG00000129562,1784.51,2871.63,4449.48,1819.94,3573.99,2619.12,1993.73,2252.48,1866.15,3993.27,900.992,1340.68,1670.91,2929.31,3584.79,4136.1,1554.85
RNF216,ENSG00000077458,115.65,439.565,37.0771,62.0354,596.529,73.6909,864.541,220.649,450.145,233.434,247.302,29.0487,136.252,78.2727,119.531,664.28,236.169
ANKRD17,ENSG00000107362,3159.48,1967.2,1927.54,861.933,958.831,1077.6,854.889,3195.33,3372.08,2459.28,1466.98,792.186,1742.63,1808.43,3017.45,705.142,2226.73
ANKHD1,ENSG00000109180,3276.07,2029.07,3831.65,3091.5,2058.29,1220.22,1538.85,5110.33,4567.37,2286.1,2078.76,864.891,3034.82,2891.68,5662.68,2002.67,5151.5
ACLY,ENSG00000169919,9813.57,6536.57,22311.9,8562.02,11377.2,5571.02,8231.03,11921.6,5723.62,2921.67,4941.69,1132.8,12450.4,7534.59,7530.84,4900.91,6110.68
AKAP13,ENSG00000124570,3269.5,1894.84,3201.82,979.893,1625.09,1535.23,1951.6,4549.74,3443.23,2566.04,3678.48,258.832,8754.47,5352.87,1041.41,1753.01,4471.5
ACSL3,ENSG00000166401,6525.55,4949.62,6079.87,3212.8,7281.43,1736.65,4161.76,3143.96,1685.09,2258.61,3783.85,1546.58,5699.45,6485.93,3974.28,2722.54,2023.33
ACSL4,ENSG00000170542,2837.73,3235.23,8902.32,2516.14,3010.89,1006.78,3105.23,3779.39,2980.91,2488.71,1124.76,1681.81,2665.22,3912.29,989.604,2365.33,2698.53
UBAP1,ENSG00000021355,559.042,493.677,153.437,657.877,275.443,332.749,542.016,1297.29,629.219,277.759,895.527,116.734,62.7484,141.826,820.997,75.9084,2064.62
NISCH,ENSG00000142039,123.543,108.381,642.764,510.52,182.808,326.32,405.061,588.351,295.471,199.28,289.137,134.556,1132.87,439.79,325.921,410.689,185.356
DAD1,ENSG00000172171,236.488,202.212,221.151,172.843,290.486,195.284,475.095,213.051,273.853,279.311,200.7,153.051,402.765,448.185,566.476,482.179,69.5152
FAM76B,ENSG00000130522,921.114,262.816,823.403,281.09,1384.93,1387.84,1004.09,521.973,685.826,431.251,747.654,874.807,772.793,1047.67,706.641,918.428,1155.55
ABHD17B,ENSG00000171223,189.221,51.6649,389.098,194.317,86.9728,102.412,156.936,241.831,354.522,485.404,17.8343,67.2348,101.58,216.361,127.314,59.0469,26.2662
OCIAD1,ENSG00000165801,1454.23,1024.38,981.692,377.4,952.513,823.136,1437.62,2242.79,1139.2,3366.76,680.152,786.957,1795.08,3062.72,1426.58,852.257,1125.66
GUSB,ENSG00000164930,1583.85,407.432,1396.14,511.757,1351.13,501.297,760.283,693.968,672.933,717.729,420.111,533.619,875.911,1414.45,1256.13,2686.14,803.281
SERPINB6,ENSG00000100612,4087.03,2609.06,5655.07,1649.4,389.589,837.049,618.342,2852.52,2409.54,945.872,871.131,592.07,1014.97,3554.85,1888.47,346.786,3368.64
SERPINB8,ENSG00000114942,919.237,1683.29,4320.98,52.3178,846.359,169.924,506.442,1504.61,668.808,358.651,241.831,276.988,803.71,1621.74,449.447,465.959,1145.04
SERPINB9,ENSG00000075856,1398.3,971.135,5567.47,532.831,188.788,52.3898,310.437,348.142,2156.99,115.804,1053.46,143.167,91.0968,4336.58,1007.14,134.04,634.872
SERPINB1,ENSG00000087008,4891.79,1592.89,9202.82,1082.3,649.973,318.392,729.247,828.997,1936.71,550.404,564.891,411.457,1247.04,4798.53,233.72,545.025,1810.11
CCDC97,ENSG00000102172,878.264,240.463,778.397,170.742,106.648,1038.82,769.947,767.427,118.232,333.345,80.4532,92.9047,538.207,243.306,716.332,1317.02,577.686
TEFM,ENSG00000117335,502.183,262.446,481.054,260.614,351.277,174.835,264.986,774.833,744.463,1125.42,183.193,186.026,797.298,505.529,59.4633,123.497,119.661
JUND,ENSG00000152620,234.572,191.611,338.179,380.748,148.804,94.6402,222.504,796.489,629.559,485.626,379.66,417.588,618.037,342.421,75.2351,243.296,1045.15
JUNB,ENSG00000019144,733.14,431.594,674.409,275.581,333.371,245.422,252.187,345.162,399.382,345.859,464.518,302.997,62.1258,188.489,281.383,334.267,387.883
ARHGEF40,ENSG00000167566,264.064,185.492,344.542,241.455,590.069,575.025,477.484,1045.01,702.239,1235.39,1051.02,87.2628,865.272,1710.18,2288.91,1914.9,393.073
FZD6,ENSG00000144824,465.825,281.81,863.121,115.273,2817.77,485.812,715.233,680.866,954.071,728.446,164.968,36.0886,858.948,359.483,27.1086,3182.8,366.543
DHRS7,ENSG00000168434,2833.62,1586.62,1591.24,975.884,1655.06,798.967,2389.74,374.749,1939.23,2304.9,597.509,226.097,850.648,2714.28,286.799,185.12,1124.49
EEF1B2,ENSG00000047230,7488.87,5566.19,8962.18,3293.96,1312.87,3155.58,2747.97,5042.18,5327.14,4083.68,2784.45,768.591,2677.68,7017.85,4822.26,1326.69,6285.71
SART3,ENSG00000171793,3444.13,4365.21,6449.33,3035.52,6558.51,1662.72,8340.78,4255.08,5010.8,3626.31,2923.73,3124.07,4262.07,3780.72,7381.93,4579.44,2157.95
MPHOSPH6,ENSG00000178996,539.389,1050.61,1894.01,576.344,705.414,1014.85,1501.63,2468.27,228.818,319.569,462.732,125.46,483.502,648.987,1741.73,345.818,1607.41
ACOX3,ENSG00000143314,1165.47,608.695,1010.02,1211.66,574.991,331.54,503.005,723.955,631.46,1478.46,538.768,20.8325,1516.5,423.242,486.318,2391.69,41.598
SMS,ENSG00000171858,2985.16,1599.43,2664.98,673.971,311.318,606.997,557.452,3819.21,3379.33,641.378,1489.68,401.436,1349.49,2866.1,959.416,591.629,4533.73
CD46,ENSG00000124788,3449.28,970.323,1493.79,730.766,3883.53,1096,2937.19,1735.98,398.453,540.844,423.255,357.951,2703.64,971.833,1024.7,2334.47,645.787
NADK2,ENSG00000133742,1212.15,898.914,1145.13,1352.2,1068.19,959.052,2297.98,802.184,581.651,1028.98,524.532,846.647,1124.13,331.515,1687.5,2231.2,669.824
PHLDB1,ENSG00000136141,1190.65,238.853,2834.47,964.768,1489.29,950.487,4276.54,2469.45,2180.93,524.972,1469.07,885.186,1249.28,1215.43,4386.27,1646.64,1728.8
NCKAP5L,ENSG00000186001,700.778,166.23,108.81,153.287,97.7484,300.477,125.22,630.019,577.332,585.488,204.571,134.7,641.307,989.72,696.093,402.712,403.233
PHLDB2,ENSG00000127463,1788.81,656.989,1462.08,827.737,1026.1,2221.26,3385.82,1216.53,3546.3,2478.1,3039.34,274.448,3859.04,3914.22,257.148,3031.99,3309.66
COG7,ENSG00000162374,2281.33,1557.94,2816.6,808.245,876.733,950.197,2095.97,848.71,596.293,335.076,930.062,218.676,2181.89,1272.08,901.617,386.689,297.173
CTPS2,ENSG00000066044,1666.44,1131.47,388.645,1697.97,1468.48,991.25,707.999,964.937,1468.12,462.986,799.647,307.744,1274.91,2859.36,1230.87,421.11,640.136
CTPS1,ENSG00000185049,5335.84,3600.06,11439.1,2423.14,3891.81,2524.39,1143.64,3170.72,1152.34,374.624,2797.99,589.417,2616.68,2034.25,9634.65,547.578,4094.72
SNX18,ENSG00000135899,566.888,71.394,151.881,762.184,227.765,1785.89,207.775,208.931,178.986,272.085,176.936,280.408,534.753,836.735,493.487,140.245,522.226
MRPL24,ENSG00000164104,1710.46,2055.79,2503.77,1857.44,2387.27,1411.95,1972.7,1417.92,1410.59,3290.42,1484.51,2424.14,1744.68,3018.71,1939.33,1400.89,1418.35
RPS21,ENSG00000029993,1890.62,2069.94,2249.98,1154.76,1387.18,654.215,2420.09,3038.2,2073.08,1751.45,1637.95,738.008,2811.85,4887.13,6138.77,1502.45,3710.72
ATXN1,ENSG00000112655,302.461,108.091,48.7316,163.622,457.811,232.279,490.894,289.784,871.239,824.696,204.787,427.904,1203.61,1514.81,59.0572,1482.67,184.263
CA1,ENSG00000131653,469.857,188.388,93.8708,130.811,81.8983,23.6589,5.99978,16.1059,606.113,731.994,97.5998,116.572,142.615,127.392,35.735,27.0431,195.302
LRCH1,ENSG00000163877,395.672,384.593,949.83,835.112,605.365,197.023,435.482,1771.46,871.669,312.073,1521.8,151.375,560.162,3697.91,765.496,385.988,874.864
LRCH3,ENSG00000099203,1452.02,216.145,1505.7,838.997,1447.83,432.597,910.45,2290.4,1098.03,798.819,1225.53,501.708,299.782,513.569,3010.59,721.922,1511.6
EMC1,ENSG00000115944,2937.27,3751.61,5225.99,2278.84,3344.98,1376.84,2645.9,3725.03,3614.75,3408.93,1903.67,1656.62,2666.48,3853.84,1778.08,1636.48,1222.19
ELAVL4,ENSG00000163960,590.052,469.555,258.908,171.023,505.417,245.492,561.21,70.6749,122.441,194.714,55.4212,613.503,102.474,308.281,365.698,595.181,896.349
ELAVL1,ENSG00000125944,2890.01,2854.22,4509.71,3952.07,4747.61,7818.48,3399.82,2090.89,1603.47,2685.28,1136.65,2542.85,3985.76,2304.27,2911.97,2966.35,3884.32
NELFA,ENSG00000135316,2565.24,1223.14,2601.67,1085.1,1677.62,850.694,1109.65,1203.06,1734.76,3237.08,942.469,630.709,1096.49,1166.14,2162.03,2718.95,1269.42
SP110,ENSG00000166848,568.828,549.245,1182.42,26.1975,288.794,320.925,256.149,173.901,274.236,227.045,1779.16,92.9714,532.073,42.8966,420.69,995.62,32.5424
